SaleID,price
200000,1327.5678802576451
200001,1849.322248063818
200002,8624.840810811469
200003,1145.4868721303333
200004,111.09540059766226
200005,1122.892184437997
200006,510.59876910908946
200007,3148.995492612497
200008,12846.314343064205
200009,595.7062242812533
200010,760.0145507977478
200011,2948.3966105840495
200012,5515.27392885148
200013,6987.667188375396
200014,173.20893708541536
200015,256.17348944662484
200016,1781.821966523593
200017,8530.63069191875
200018,6699.690405750347
200019,854.0978687311849
200020,24006.791476768747
200021,7591.197360323627
200022,2094.997508424361
200023,287.46743548681417
200024,890.1067150280361
200025,8057.118561123506
200026,459.1860098922259
200027,12783.937381890168
200028,4147.909120793202
200029,7600.456660344248
200030,17385.24819098854
200031,13907.127432544286
200032,621.5752063592063
200033,14120.301271425496
200034,765.7184014581766
200035,2095.94630925324
200036,13745.225014550913
200037,5542.476272711937
200038,1629.7931284730587
200039,356.0558138983917
200040,233.7508442431898
200041,26905.01289861965
200042,440.0912026463933
200043,7558.54801427223
200044,19344.407904736356
200045,587.1142977036606
200046,15106.51978722262
200047,17292.411624776127
200048,1979.6733628757702
200049,227.45819851267896
200050,917.8187948315122
200051,4778.310465462403
200052,2937.684425647022
200053,162.0737443457042
200054,12463.482252580996
200055,10522.249900957662
200056,8554.670160816639
200057,3197.3551803621704
200058,1028.9905170171648
200059,5271.198434779309
200060,7862.286290110227
200061,1133.9274069580147
200062,5566.802643704538
200063,7357.636631220145
200064,1357.3198961010944
200065,1510.214553908483
200066,466.7423967718486
200067,10432.335502836677
200068,88.40540034667552
200069,17280.17332873508
200070,8689.096587955508
200071,0.7446466233922093
200072,6260.246972119241
200073,16061.192285265795
200074,4781.900494749806
200075,16785.673014632528
200076,3435.5719301641943
200077,564.4339564123629
200078,402.609068512159
200079,186.35748987468463
200080,3170.2322635475075
200081,2012.560588052105
200082,3902.3387878118756
200083,381.2951195781965
200084,1272.6980779509515
200085,1647.997393420524
200086,7138.178648055493
200087,3277.121998746788
200088,2511.943387867818
200089,42264.101729378366
200090,2789.039589367198
200091,87.28498294782979
200092,1484.815001903354
200093,16232.434489898926
200094,6332.909144192678
200095,143.436035159416
200096,2143.4173764686752
200097,1272.6994423235262
200098,358.36473080219673
200099,22777.095850602294
200100,21734.733151336237
200101,7155.931887447371
200102,1768.6420434281722
200103,10941.358942849605
200104,5333.7468367820575
200105,4184.137232140404
200106,8010.171812315967
200107,197.6311715433759
200108,15344.469942783393
200109,8144.871148504349
200110,931.272860599176
200111,1799.453639960211
200112,1903.9434943352044
200113,698.0578155676427
200114,2244.4955423369497
200115,1180.424590943275
200116,14244.478846972632
200117,15042.715593414208
200118,63875.192487455184
200119,182.18337131284053
200120,2835.0112953764833
200121,2324.952513430976
200122,679.8316565813158
200123,2344.215835318509
200124,54714.43849795159
200125,968.4813041223867
200126,2970.249986352687
200127,16957.414521737257
200128,1634.6750374531011
200129,5775.472305875079
200130,4209.791822914307
200131,2906.8685434115346
200132,1565.004140268333
200133,3058.3626294859782
200134,1336.8953743909253
200135,563.463793384312
200136,3665.7793293818104
200137,281.9143462992362
200138,11216.938106071184
200139,6549.743953110997
200140,217.96449631649375
200141,1427.1586073385151
200142,5594.818291693705
200143,9056.140889475197
200144,1329.6917539185738
200145,6158.282649702979
200146,101.0358112031514
200147,4356.424046441722
200148,2699.4935435023335
200149,260.57522144032583
200150,160.16456343404343
200151,5419.609632939263
200152,646.3706045243371
200153,508.9532457741976
200154,7823.593223655463
200155,2942.8159977054042
200156,17753.116844194166
200157,8246.227568951814
200158,11198.294860339201
200159,591.0382725451512
200160,7105.431715390677
200161,7725.801772843735
200162,6924.546002289258
200163,120.81588696215233
200164,16784.64269648279
200165,13421.599255110428
200166,25251.815940922228
200167,3687.353859655844
200168,36605.55063545943
200169,678.1595325102645
200170,2524.1960301448153
200171,9113.05897994539
200172,2211.9491880246705
200173,35815.7770204516
200174,869.1885459164151
200175,62.700854369438154
200176,7974.749154996182
200177,5929.362057409067
200178,5374.0491379312
200179,3716.4866042106696
200180,971.4909573651474
200181,18588.55159512668
200182,4304.576581280089
200183,1536.6335401048098
200184,250.35532730428952
200185,4084.1557597760348
200186,3465.062175707116
200187,7662.324269919047
200188,10831.638288247666
200189,10964.790068336892
200190,4385.308355715825
200191,2811.666870230034
200192,931.8839528336304
200193,4151.273867301406
200194,7176.125490646049
200195,2342.175185967937
200196,152.41078177432985
200197,23250.48759302655
200198,1195.8928731131775
200199,4556.720980617185
200200,196.52194853040712
200201,8270.980211546019
200202,1934.2891030662029
200203,1595.852645095965
200204,8345.502434588738
200205,5316.615525397453
200206,951.8047518034584
200207,4241.815271521055
200208,5536.734836559014
200209,971.955052471461
200210,13187.755130721624
200211,5608.649042067348
200212,7618.205446624791
200213,9093.459797631138
200214,18133.756140182686
200215,7088.674898126546
200216,3121.037568554009
200217,1103.5239807491596
200218,10063.653671475444
200219,1175.3937480051095
200220,2276.239219660279
200221,7610.796082487899
200222,243.1477664838624
200223,840.0712717086133
200224,11981.570443309905
200225,3637.3056179947944
200226,1199.292179826474
200227,8275.171087917126
200228,233.48193568810908
200229,6814.316503728323
200230,9371.281935232324
200231,120.31589335844497
200232,929.6185355600498
200233,7839.22723566536
200234,423.27821242923727
200235,8308.147481340817
200236,12710.84953348898
200237,4889.569630347904
200238,6938.026087187201
200239,9044.682062772372
200240,25404.865995125427
200241,11868.357301064258
200242,3953.263219735192
200243,313.3208204331035
200244,6191.625634175711
200245,4261.822592643677
200246,4517.649628823636
200247,1225.4628291193596
200248,294.8729744587655
200249,9358.95853970248
200250,31309.152573614767
200251,9981.441997861806
200252,664.2076978666211
200253,8995.473230658072
200254,10540.171123135975
200255,7760.335169202568
200256,2652.583193828124
200257,8994.112995647654
200258,3640.5908347206537
200259,7885.723975398674
200260,229.54231063409938
200261,4394.79244642652
200262,2467.1557576448413
200263,8713.261496980027
200264,6791.268776103973
200265,5479.406891640106
200266,1468.848733562819
200267,14024.730867541066
200268,7989.356806263241
200269,4259.811095092602
200270,8805.461836339859
200271,2597.1138197857445
200272,4230.776585669141
200273,18322.183126333755
200274,253.2439442641349
200275,14402.189480480594
200276,2187.2967830874754
200277,3114.9023825478102
200278,1884.9018239406626
200279,9914.987224542137
200280,2570.5574809158875
200281,771.1610205538071
200282,12181.031662500516
200283,6424.631423774637
200284,321.10474466353315
200285,5160.559805251374
200286,2533.302169323325
200287,13174.938706585366
200288,12835.063158477735
200289,3203.4040103594707
200290,6904.3959558352335
200291,9217.49665611875
200292,2678.200756384552
200293,8897.774577392534
200294,6294.2327146883545
200295,1842.265752152589
200296,2476.128057097201
200297,6975.447311150846
200298,1326.5517118274938
200299,5054.170377158986
200300,5067.220792075089
200301,5130.591565444966
200302,1535.401954898511
200303,6331.842384877379
200304,1999.3869545523428
200305,3795.58428070336
200306,1402.5838620283585
200307,15096.27641853853
200308,1211.6945105074158
200309,251.84548331700162
200310,1139.2464556620116
200311,1082.5670820825069
200312,10887.202969185215
200313,1578.4213904144174
200314,4266.656336806267
200315,1252.7873905677613
200316,133.82242541507537
200317,2384.270536709015
200318,472.98112093686336
200319,10001.582216463621
200320,3839.9619518539607
200321,29384.82941338797
200322,666.4655450391743
200323,1434.8435946507234
200324,24162.10851725856
200325,5791.5180946271785
200326,2328.4374028477087
200327,20496.820316439906
200328,286.9571536901647
200329,7844.524516514609
200330,1749.633357044383
200331,1475.6068631923586
200332,11209.529943762916
200333,1201.832603441877
200334,568.6551748364989
200335,1383.7846265715218
200336,1374.4528571675708
200337,1017.1277319599237
200338,1998.1286810821052
200339,13734.113808564294
200340,29205.322526018128
200341,-76.45602473665816
200342,5968.105975304951
200343,1622.516793950631
200344,5069.119217069582
200345,6689.190145914834
200346,1361.66104219422
200347,11095.589782040837
200348,9047.696052845622
200349,727.8961943438997
200350,8846.54889885286
200351,2416.8070760359165
200352,679.0041283256252
200353,1574.8385430457738
200354,3589.652185303466
200355,824.8345562033826
200356,4433.027660993864
200357,1728.4372872373176
200358,2883.1796852282996
200359,8829.437864563735
200360,15931.319624219399
200361,1744.158924578683
200362,1904.5948858371341
200363,1383.4785546046958
200364,7207.839139791415
200365,8975.617870849435
200366,1134.784350737971
200367,6473.148648103405
200368,6064.326071694227
200369,4973.624254924721
200370,1107.6190612250502
